inning,is_top_inning,score_diff,is_runner_on_first,is_runner_on_second,is_runner_on_third,outs,home_win_prob,weighted_avg_li,freq
1,0,0,0,1,1,1,0.630420832985437,1.88590954424721,115
1,0,0,0,1,1,2,0.556018608915195,2.03235765535813,127
1,0,0,1,0,0,0,0.584141058090938,1.49639304696742,1773
1,0,0,1,0,0,1,0.550920957374269,1.20203335472367,1872
1,0,0,1,0,0,2,0.522417455854187,0.858254982999185,1717
1,0,0,1,0,1,0,0.666206705411341,1.54530651621315,137
1,0,0,1,0,1,1,0.612555571663098,1.92727616867374,235
1,0,0,1,0,1,2,0.549311052902908,1.75789027754646,282
1,0,0,1,1,0,0,0.637498764994734,1.96478203999886,449
1,0,0,1,1,0,1,0.586903291765406,1.86714172615297,642
1,0,0,1,1,0,2,0.543554254530936,1.6117892759511,648
1,0,0,1,1,1,0,0.708032163714264,2.07631305942862,99
1,0,0,1,1,1,1,0.646228004372608,2.51457073509935,166
1,0,0,1,1,1,2,0.574236775363211,2.88750364049829,200
1,0,1,0,0,0,0,0.64737314191544,0.761971362279707,312
1,0,1,0,0,0,1,0.62834241889512,0.557137766464868,404
1,0,1,0,0,0,2,0.614490588807017,0.361747455050999,481
1,0,1,0,0,1,0,0.722732183693635,1.03232123551001,13
1,0,1,0,0,1,1,0.689530225634319,1.35868457725217,57
1,0,1,0,0,1,2,0.638034067833051,1.15359753479097,87
1,0,1,0,1,0,0,0.699052522163267,1.10706272030371,82
1,0,1,0,1,0,1,0.663975488987671,1.06883484110319,164
1,0,1,0,1,0,2,0.634406388826398,1.04059017055174,227
1,0,1,0,1,1,0,0.762926322171835,1.29079987214496,32
1,0,1,0,1,1,1,0.71915497056757,1.63503372627453,59
1,0,1,0,1,1,2,0.654244277877601,1.76348165331461,82
1,0,1,1,0,0,0,0.678499940785051,1.28359972458042,136
1,0,1,1,0,0,1,0.649950550128613,1.04143473714937,277
1,0,1,1,0,0,2,0.625206369164484,0.752178556070647,426
1,0,1,1,0,1,0,0.749501598804463,1.28082153268412,31
1,0,1,1,0,1,1,0.703856824888574,1.67524305496073,104
1,0,1,1,0,1,2,0.648633215018237,1.53143694404366,139
1,0,3,0,1,1,0,0.881029501395317,0.763022949917713,3
1,0,3,0,1,1,1,0.854679433062548,1.02702094097837,9
1,0,3,0,1,1,2,0.813594690860934,1.10602568473421,13
1,0,3,1,0,0,0,0.828714687941764,0.792208157938129,17
1,0,3,1,0,0,1,0.811042982220237,0.652128743722723,46
1,0,3,1,0,0,2,0.795501889203843,0.478785391679767,90
1,0,10,0,1,1,0,0.987739512607719,3.47820625748753e-15,0
1,0,10,0,1,1,1,0.987739512607719,8.4634534199291e-16,0
1,0,10,0,1,1,2,0.987739512607719,2.84387951019352e-15,0
1,0,10,1,0,0,0,0.987739512607719,5.42236642115945e-15,0
1,0,10,1,0,0,1,0.987739512607719,8.0790029895175e-15,0
1,0,10,1,0,0,2,0.987739512607719,2.56202419229546e-15,0
1,0,10,1,0,1,0,0.987739512607719,2.011935398559e-15,0
1,0,10,1,0,1,1,0.987739512607719,1.24072148584548e-15,0
1,0,10,1,0,1,2,0.987739512607719,2.71725985047228e-15,0
1,0,10,1,1,0,0,0.987739512607719,1.26612217015122e-15,0
1,0,10,1,1,0,1,0.987739512607719,2.16956579558258e-15,0
1,0,10,1,1,0,2,0.987739512607719,3.28864640708522e-15,0
1,0,10,1,1,1,0,0.987739512607719,2.69241693636054e-16,0
1,0,10,1,1,1,1,0.987739512607719,1.64134793363496e-17,0
1,0,10,1,1,1,2,0.987739512607719,3.29154625479078e-15,0
1,1,-10,0,0,0,0,0.019310127312437,0,0
1,1,-10,0,0,0,1,0.019310127312437,3.41032526233001e-17,0
1,1,-10,0,0,0,2,0.019310127312437,3.28454837367248e-17,1
1,1,-10,0,0,1,0,0.019310127312437,4.45186056847847e-17,0
1,1,-10,0,0,1,1,0.019310127312437,4.56700756847599e-18,0
1,1,-10,0,0,1,2,0.019310127312437,6.68154028870362e-17,0
1,1,-10,0,1,0,0,0.019310127312437,3.69027388369664e-17,0
1,1,-10,0,1,0,1,0.019310127312437,7.30820708128349e-17,0
1,1,-10,0,1,0,2,0.019310127312437,4.13186821107863e-17,0
1,1,-10,0,1,1,0,0.019310127312437,6.72851341387236e-18,0
1,1,-10,0,1,1,1,0.019310127312437,4.86203373376326e-18,0
1,1,-10,0,1,1,2,0.019310127312437,2.32769079867856e-20,0
1,1,-10,1,0,0,0,0.019310127312437,5.50808078289411e-18,0
1,1,-10,1,0,0,1,0.019310127312437,1.1224074015168e-18,0
1,1,-10,1,0,0,2,0.019310127312437,1.95810339213885e-17,0
1,1,-10,1,0,1,0,0.019310127312437,4.16991032310036e-18,0
1,1,-10,1,0,1,1,0.019310127312437,1.07003929890222e-18,0
1,1,-10,1,0,1,2,0.019310127312437,2.16440816491875e-19,0
1,1,-8,0,1,1,0,0.0246670302183577,0.101147169190997,0
1,1,-8,0,1,1,1,0.0283916907228683,0.174112748122286,0
1,1,-8,0,1,1,2,0.0355183183104842,0.187358891758055,0
1,1,-8,1,0,0,0,0.0330913941306397,0.124653235329103,0
1,1,-8,1,0,0,1,0.0359040501744041,0.108900024046857,0
1,1,-8,1,0,0,2,0.0385288137725386,0.0855705842989818,1
1,1,-8,1,0,1,0,0.0257980248622108,0.0996728465835554,0
1,1,-8,1,0,1,1,0.0299566902774389,0.179336825894564,0
1,1,-8,1,0,1,2,0.0360333616258344,0.16492268155658,0
1,1,-1,1,0,0,0,0.368711797699608,1.35116558682283,108
1,1,-1,1,0,0,1,0.398730638500931,1.08903754121325,277
1,1,-1,1,0,0,2,0.424574701939672,0.780723814132294,384
1,1,-1,1,0,1,0,0.294347030553262,1.37828773520768,36
1,1,-1,1,0,1,1,0.342663957762426,1.74889589282294,104
1,1,-1,1,0,1,2,0.400155455225072,1.59593207584797,155
1,1,-1,1,1,0,0,0.320710638498928,1.76423951894164,70
1,1,-1,1,1,0,1,0.366305756741634,1.68596856981925,175
1,1,-1,1,1,0,2,0.405447673226576,1.46145611316981,240
1,1,-1,1,1,1,0,0.25745589408022,1.84798800528098,29
1,1,-1,1,1,1,1,0.312813200795566,2.26497762555687,75
1,1,-1,1,1,1,2,0.377860182530629,2.61239814154789,103
1,1,0,0,0,0,0,0.500011816002168,0.884567827376711,9702
1,1,0,0,0,0,1,0.522060505538566,0.635967977951648,6712
1,1,0,0,0,0,2,0.537840127113247,0.404258796725354,4944
1,1,0,0,0,1,0,0.414983736302697,1.24773366108148,48
1,1,0,0,0,1,1,0.453991223695539,1.53340004790798,167
1,1,0,0,0,1,2,0.511711495957324,1.28946405438834,260
1,1,0,0,1,0,0,0.440713044695312,1.32758507939729,463
1,1,0,0,1,0,1,0.48164406259241,1.23904063860189,683
1,1,0,0,1,0,2,0.515583267157609,1.16856441718357,699
1,1,0,0,1,1,0,0.363982318916651,1.60188989533202,74
1,1,0,0,1,1,1,0.417096714296179,1.89952579368255,137
1,1,0,0,1,1,2,0.491660826049096,2.04115254586164,131
1,1,0,1,0,0,0,0.463206857611154,1.51635676075625,2185
1,1,0,1,0,0,1,0.496834593641086,1.20935634810323,2481
1,1,0,1,0,0,2,0.525476956826881,0.856540377761255,2327
1,1,0,1,0,1,0,0.380436672537535,1.60182369473825,158
1,1,0,1,0,1,1,0.435136569329048,1.93713817267044,283
